Date,Close
01/10/2025,416.50000
30/09/2025,415.50000
29/09/2025,421.50000
26/09/2025,422.00000
25/09/2025,425.75000
24/09/2025,424.25000
23/09/2025,426.25000
22/09/2025,421.75000
19/09/2025,424.00000
18/09/2025,423.75000
17/09/2025,426.75000
16/09/2025,429.50000
15/09/2025,423.25000
12/09/2025,430.00000
11/09/2025,419.75000
10/09/2025,417.00000
09/09/2025,419.75000
08/09/2025,403.00000
05/09/2025,399.00000
04/09/2025,399.75000
03/09/2025,397.75000
02/09/2025,403.00000
01/09/2025,397.52030
29/08/2025,398.00000
28/08/2025,385.50000
27/08/2025,382.50000
26/08/2025,387.50000
25/08/2025,389.25000
22/08/2025,388.25000
21/08/2025,387.25000
20/08/2025,380.00000
19/08/2025,379.50000
18/08/2025,383.00000
15/08/2025,383.75000
14/08/2025,375.00000
13/08/2025,374.00000
12/08/2025,371.50000
11/08/2025,385.00000
08/08/2025,382.75000
07/08/2025,384.50000
06/08/2025,379.75000
05/08/2025,381.50000
04/08/2025,387.00000
01/08/2025,389.50000
31/07/2025,394.00000
30/07/2025,391.75000
29/07/2025,389.25000
28/07/2025,393.75000
25/07/2025,399.50000
24/07/2025,401.75000
23/07/2025,398.50000
22/07/2025,399.25000
21/07/2025,403.75000
18/07/2025,408.50000
17/07/2025,402.00000
16/07/2025,405.25000
15/07/2025,401.25000
14/07/2025,400.00000
11/07/2025,396.00000
10/07/2025,399.25000
09/07/2025,399.25000
08/07/2025,411.00000
07/07/2025,418.00000
03/07/2025,431.75000
02/07/2025,429.25000
01/07/2025,420.00000
30/06/2025,420.50000
27/06/2025,417.50000
26/06/2025,409.50000
25/06/2025,410.25000
24/06/2025,416.25000
23/06/2025,419.25000
20/06/2025,428.75000
19/06/2025,433.25440
18/06/2025,433.50000
17/06/2025,431.50000
16/06/2025,434.75000
13/06/2025,444.50000
12/06/2025,438.50000
11/06/2025,437.00000
10/06/2025,438.75000
09/06/2025,433.50000
06/06/2025,442.50000
05/06/2025,439.50000
04/06/2025,438.75000
03/06/2025,438.50000
02/06/2025,438.25000
30/05/2025,444.00000
29/05/2025,447.00000
28/05/2025,451.00000
27/05/2025,459.50000
26/05/2025,459.01560
23/05/2025,459.50000
22/05/2025,463.00000
21/05/2025,461.00000
20/05/2025,454.50000
19/05/2025,447.50000
16/05/2025,443.50000
15/05/2025,448.50000
14/05/2025,445.50000
13/05/2025,442.50000
12/05/2025,448.00000
09/05/2025,449.75000
